Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Views,Area,Road,Road Width,Road Type,Amenities,Face
"Land Sale On Gongabu, Tokha : Land For Sale In Tokha, Kathmandu","Gongabu Tokha, Tokha, Kathmandu",Kathmandu,2100000.0,0,0,3.0,0,354,0-5-3-1 Aana,0 Feet,0 Feet,,[],North
"Land On Sell At Sallaghari : Land For Sale In Sallaghari, Bhaktapur","Katunje, Sallaghari, Bhaktapur",Bhaktapur,1200000.0,0,0,3.0,0,433,0-6-0-0 Aana,0 Feet / Soil Stabilized,0 Feet , Soil Stabilized,[],North
"LAND ON SALE : Land For Sale In Mahankal, Kathmandu","Budhanilkantha, Mahankal, Kathmandu",Kathmandu,1950000.0,0,0,3.0,0,286,0-4-0-0 Ropani,15 Feet,15 Feet,,[],South East
"Land Sale : Land For Sale In Madhyapur Thimi, Bhaktapur","madhyapur thimi, Madhyapur Thimi, Bhaktapur",Bhaktapur,2200000.0,0,0,3.0,0,390,04 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],North
"Land For Sale In Baniyatar, Kathmandu","Nearby Dhaneshor Temple, Baniyatar, Kathmandu",Kathmandu,2500000.0,0,0,0.0,0,295,0-3-0 Ropani,10 Feet / Gravelled,10 Feet , Gravelled,[],West
"House For Sale In Tikathali, Lalitpur","Test address, Tikathali, Lalitpur",Lalitpur,16000000.0,0,0,0.0,1,331,0-3-0-0 Sq. Feet,13 Feet / Gravelled,13 Feet , Gravelled,[],West
"Ghaderi : Land For Sale In Kalaiya, Bara","Test address, Kalaiya, Bara",Bara,250000.0,0,0,0.0,0,349,0-0-10-0 Dhur,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,[],South East
"2 Rooms At Kumaripati : Office Space For Rent In Kumaripati, Lalitpur","Kumaripati, Kumaripati, Lalitpur",Lalitpur,22000.0,3,0,1.0,0,887,500 Sq. Feet,13 Feet,13 Feet,,[],West
"Land For Sale : Land For Sale In Godawari, Lalitpur","Godawari, Godawari, Lalitpur",Lalitpur,1250000.0,0,0,3.0,0,406,0-8-0-0 Aana,22 Feet / Gravelled,22 Feet , Gravelled,[],East
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,3000000.0,0,0,3.0,0,351,21 Aana,13 Feet,13 Feet,,[],North
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,142500000.0,42,0,4.0,0,331,7 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,[],South
"Land For Sale In Godawari, Lalitpur","Godawari, Godawari, Lalitpur",Lalitpur,1200000.0,0,0,2.0,0,402,40 Ropani,20 Feet / Blacktopped,20 Feet , Blacktopped,[],East
"Land For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur",Bhaktapur,900000.0,0,0,1.5,0,344,9 Ropani,16 Feet / Blacktopped,16 Feet , Blacktopped,[],East
"Land For Sale In Chandragiri, Kathmandu","Nearby Cablecar godam Buspark, Chandragiri, Kathmandu",Kathmandu,1500000.0,0,0,3.5,0,262,0-3-0-0 Ropani,12 Feet / Blacktopped,12 Feet , Blacktopped,[],South
"Business For Sale In Dallu, Kathmandu","Nearby Buddha Jyoti School, Dallu, Kathmandu",Kathmandu,550000.0,0,0,3.0,0,231,150 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],West
"Land For Sale In Sankhamul, Kathmandu","Sankhamul, Sankhamul, Kathmandu",Kathmandu,4500000.0,0,0,3.0,0,286,4 Aana,8 Meter,8 Meter,,[],North
"Land For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,4500000.0,0,0,3.0,0,422,3.5 Aana,10 Feet,10 Feet,,[],East
"Flat For Rent In Budhanilkantha, Kathmandu","Behind Nepal electricity authority office, Budhanilkantha, Kathmandu",Kathmandu,30000.0,5,0,1.0,0,507,2200 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],North
"Land For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur",Lalitpur,2800000.0,0,0,2.0,0,341,7.1 Aana,20 Feet,20 Feet,,[],East
"Land Sale In Biratnagar (Lakhantari-Vdc),Morang : Land For Sale In Bhaswar Marg, Biratnagar","Test address, Bhaswar Marg, Biratnagar",Biratnagar,1125000.0,0,0,0.0,0,256,3 Sq. Feet,20 Feet / Gravelled,20 Feet , Gravelled,[],East
"Land For Sale In Naghdaha, Lalitpur","Naghdaha, Naghdaha, Lalitpur",Lalitpur,1600000.0,0,0,2.0,0,205,16 Aana,20 Feet,20 Feet,,[],East
"Business For Sale In Thamel, Kathmandu","Nearby Antarik Rajeshwor Karyalaya, Thamel, Kathmandu",Kathmandu,3000000.0,0,0,2.0,0,343,600 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],North
"Business For Sale In Mangal Bazar, Lalitpur","Behind Bhimsen Temple, Mangal Bazar, Lalitpur",Lalitpur,1700000.0,0,0,3.0,0,246,400 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],North West
"Land For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,2500000.0,0,0,3.0,0,334,0-5-3-2 Aana,12 Feet,12 Feet,,[],South East
"Land Rent On Koteshwor : Land For Rent In Koteshwor, Kathmandu","pepsi road, Koteshwor, Kathmandu",Kathmandu,100000.0,0,0,4.0,0,347,54 Aana,9 Meter / Gravelled,9 Meter , Gravelled,[],East
"Land Sale On Koteshwor : Land For Sale In Koteshwor, Kathmandu","pepsi road, Koteshwor, Kathmandu",Kathmandu,3500000.0,0,0,4.0,0,444,4 Aana,12 Feet,12 Feet,,[],East
"Land For Sale In Biratnagar (Jhorahat)Commercial : Land For Sale In Bhaswar Marg, Biratnagar","Test address, Bhaswar Marg, Biratnagar",Biratnagar,875000.0,0,0,0.0,0,277,15 Sq. Feet,40 Feet / Gravelled,40 Feet , Gravelled,[],East
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,170000000.0,0,0,3.0,0,408,19 Aana,20 Feet,20 Feet,,[],East
"2 Ropani Land For Sale At Dhulikhel : Land For Sale In Dhulikhel, Kavre","Basghari, Dhulikhel, Kavre",Kavre,1700000.0,0,0,3.0,0,272,1-12-0-0 Ropani,14 Feet,14 Feet,,[],South
"Land On Lease : Land For Lease In Kapan, Kathmandu","Mahankal, Kapan, Kathmandu",Kathmandu,25000.0,0,0,2.0,0,237,174.30 Sq. Feet,13 Feet / Gravelled,13 Feet , Gravelled,[],West
"20 Haat Land On Sale Near Royal Palm Resort (Pokhara) : Land For Sale In Chauthe, Pokhara","Near Royal Palm Resort, Chauthe, Pokhara",Pokhara,1100000.0,0,0,2.0,0,341,20 Haat,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],West
"9.5 Aana Residential Land At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Thapa Gaun, Budhanilkantha, Kathmandu",Kathmandu,2650000.0,0,0,2.0,0,385,9.5 Aana,10 Feet / Gravelled,10 Feet , Gravelled,[],North
"Land For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,6200000.0,0,0,2.0,0,295,7 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,[],West
"Land For Sale In Budhanilkantha, Kathmandu","Ganesh Chowk, Budhanilkantha, Kathmandu",Kathmandu,3800000.0,0,0,3.0,0,275,12 Aana,15 Feet / Gravelled,15 Feet , Gravelled,[],East
"Land For Sale In Biratnagar (Kanchanbari) Ghaderi : Land For Sale In Bhaswar Marg, Biratnagar","Kanchanbari, Bhaswar Marg, Biratnagar",Biratnagar,600000.0,0,0,3.0,0,521,17 Dhur,20 Feet / Gravelled,20 Feet , Gravelled,[],South
"Land Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,1900000.0,0,0,3.0,0,465,0-7-1-2 Aana,14 Feet / Gravelled,14 Feet , Gravelled,[],North
"Residential Land : Land For Sale In Nagarjun, Kathmandu","Nagarjun 2, Nagarjun, Kathmandu",Kathmandu,1600000.0,0,0,3.0,0,250,148 Sq. Meter,10 Feet / Gravelled,10 Feet , Gravelled,[],East
"Jharuwarasi Santaneshwor : Land For Sale In Godawari, Lalitpur","Jharuwarasi, Godawari, Lalitpur",Lalitpur,1000000.0,0,0,3.0,0,334,0-8-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,[],East
"Land For Sale In Sallaghari, Bhaktapur","Sallaghari, Sallaghari, Bhaktapur",Bhaktapur,2400000.0,0,0,3.0,0,397,7 Aana,18 Feet,18 Feet,,[],West
"Land For Sale In Devdaha Municipality : Land For Sale In Tilottama, Rupandehi","Devdaha municipality, Tilottama, Rupandehi",Rupandehi,390000.0,0,0,0.0,0,367,3280 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,[],West
"House For Sale In Pasikot, Kathmandu","Pasikot, Pasikot, Kathmandu",Kathmandu,17500000.0,0,0,3.0,0,574,4 Aana,16 Feet,16 Feet,,[],South
"House For Sale In Dharan, Dharan","Dharan-13, Dharan, Dharan",Dharan,12500000.0,0,0,2.0,0,921,16 Dhur,15 Feet / Blacktopped,15 Feet , Blacktopped,[],West
"Land For Sale In Dharan, Dharan","Deurali path, Dharan, Dharan",Dharan,380000.0,0,0,2.0,0,312,10 Dhur,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],West
"House For Sale In Tarahara, Sunsari","Harsala Toll, Tarahara, Sunsari",Sunsari,15000000.0,0,0,3.0,0,323,15 Dhur,15 Feet / Blacktopped,15 Feet , Blacktopped,[],North
"Business For Sale In Kalanki, Kathmandu","Nearby Nepal National Hospital, Kalanki, Kathmandu",Kathmandu,900000.0,0,0,3.0,0,198,400 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],South West
"Business For Sale In Lagankhel, Lalitpur","Langankhel Buspark, Lagankhel, Lalitpur",Lalitpur,1300000.0,0,0,3.0,0,208,700 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,[],North
"Land For Sale In Chovar, Kathmandu","Chovar, Chovar, Kathmandu",Kathmandu,1500000.0,0,0,3.0,0,323,4 Ropani,20 Feet / Blacktopped,20 Feet , Blacktopped,[],East
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,18000000.0,0,0,3.0,0,380,3 Aana,13 Feet,13 Feet,,[],West
"Land For Sale In Sallaghari, Bhaktapur","Sallaghari, Sallaghari, Bhaktapur",Bhaktapur,2000000.0,0,0,2.0,0,340,4.5 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],East
"Office Space For Rent In Kapan, Kathmandu","Kapan, Narayan Chowk, Kapan, Kathmandu",Kathmandu,30000.0,0,0,2.0,0,281,1000 Sq. Feet,0 Feet,0 Feet,,[],West
"Land For Sale In Nawalparasi, Nawalparasi","Nawalparasi, Nawalparasi, Nawalparasi",Nawalparasi,250000.0,0,0,2.0,0,541,5 Kattha,30 Feet / Blacktopped,30 Feet , Blacktopped,[],East
"Land For Sale In Sanobharyang, Kathmandu","Sanobharyang, Sanobharyang, Kathmandu",Kathmandu,4200000.0,0,0,1.5,0,295,11 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,[],South West
"Land For Sale In Nijghadh, Bara","Nijghadh, Nijghadh, Bara",Bara,350000.0,0,0,1.5,0,3400,2 Kattha,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],East
"Business For Sale In Gwarko, Lalitpur","Gwarko, Gwarko, Lalitpur",Lalitpur,600000.0,0,0,3.0,0,182,500 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],North West
"Land For Sale In Kavresthali, Kathmandu","Kavresthali, Kavresthali, Kathmandu",Kathmandu,1350000.0,0,0,2.0,0,262,0-2-5-0 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],North
"Land For Sale In Chapali, Kathmandu","Nearby, Ganesh Chowk, Chapali, Kathmandu",Kathmandu,2400000.0,0,0,2.5,0,260,0-4-1-1 Ropani,14 Feet / Gravelled,14 Feet , Gravelled,[],South
"Land For Sale In Chapali, Kathmandu","Chapali, Chapali, Kathmandu",Kathmandu,2100000.0,0,0,2.5,0,294,2-13-0-0 Ropani,16 Feet,16 Feet,,[],North East
"DT : Office Space For Rent In Jawalakhel, Lalitpur","Jawalakhel, Lalitpur, Jawalakhel, Lalitpur",Lalitpur,155000000000.0,0,0,2.0,0,301,1-12-0-0 Aana,32 Feet / Blacktopped,32 Feet , Blacktopped,[],East
"Bungmati : Land For Sale In Bhaisepati, Lalitpur","Bhainsepati, Lalitpur, Bhaisepati, Lalitpur",Lalitpur,9000000.0,0,0,3.0,0,472,0-3-2-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,[],West
"Near Kohinoor Housing : Land For Sale In Bafal, Kathmandu","Near Kohinoor Housing, Bafal, Kathmandu",Kathmandu,3500000.0,0,0,3.0,0,340,0-4-2-0 Ropani,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,[],West
"Business For Sale In Baneshwor, Kathmandu","Himalayan Bank Building, Baneshwor, Kathmandu",Kathmandu,2500000.0,0,0,2.0,0,242,420 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],East
"Land For Sale In Budhanilkantha, Kathmandu","Hepali Height, Budhanilkantha, Kathmandu",Kathmandu,4100000.0,0,0,2.0,0,287,10 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],North
"Land For Sale In Dhangadhi, Kailali","Dhangadhi, Kailali, Dhangadhi, Kailali",Kailali,6700000.0,0,0,3.0,0,396,12 Dhur,33 Feet / Blacktopped,33 Feet , Blacktopped,[],South
"Balaju Tenpepale : Land For Sale In Balaju, Kathmandu","Balaju tenpepale ktm., Balaju, Kathmandu",Kathmandu,550000.0,0,0,2.0,0,393,5-0-0-0 Ropani,9 Meter / Blacktopped,9 Meter , Blacktopped,[],West
"Land For Sale In Dhapasi, Kathmandu","Dhapasi, Kathmandu, Dhapasi, Kathmandu",Kathmandu,99000000000000.0,0,0,4.0,0,271,3 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,[],East
"Balkot 4 Anna 2 Paisa 1 Daam : Land For Sale In Balkot, Bhaktapur","Balkot Bkaktapur, Balkot, Bhaktapur",Bhaktapur,1900000.0,0,0,1.5,0,457,0-4-2-1 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],East
"Badhikhel Lalitpurma 6 Roppani 8 Aana Jagga Bikrima Total Price 4 Crore : Land For Sale In Godawari, Lalitpur","Badikhel, godawari, Godawari, Lalitpur",Lalitpur,40000000.0,0,0,3.0,0,383,6-8-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],South
"Land For Sale In Pokhara, Pokhara","Hemja, Milan Chowk-8, Pokhara, Pokhara, Pokhara",Pokhara,5600000.0,0,0,3.0,0,1200,8-2-0-0 Ropani,14 Feet / Soil Stabilized,14 Feet , Soil Stabilized,[],North
"Land For Sale In Samakhusi, Kathmandu","Nearby Samakhusi Town Planning, Samakhusi, Kathmandu",Kathmandu,5500000.0,0,0,2.0,0,264,8 Aana,13 Feet,13 Feet,,[],West
"Land For Sale In Jagati, Bhaktapur","Sipadol, Jagati, Bhaktapur",Bhaktapur,1700000.0,0,0,2.0,0,288,3 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],South
"Business For Sale In Pulchowk, Lalitpur","Nearby Everest Bank, Pulchowk, Lalitpur",Lalitpur,3200000.0,0,0,3.0,0,181,700 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],East
"Land For Sale In Chundevi, Kathmandu","Chundevi, Chundevi, Kathmandu",Kathmandu,2000000.0,0,0,2.0,0,328,10 Aana,13 Feet,13 Feet,,[],North East
"Land For Sale In Baluwatar, Kathmandu","Tudaldevi Mandir, Baluwatar, Kathmandu",Kathmandu,3800000.0,0,0,2.0,0,518,5 Sq. Feet,13 Feet / Gravelled,13 Feet , Gravelled,[],West
"Land For Sale In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu",Kathmandu,3000000.0,0,0,2.0,0,297,0-9-0-0 Aana,9 Feet / Blacktopped,9 Feet , Blacktopped,[],South
"Land For Sale In Budhanilkantha, Kathmandu","Hepali Height, Budhanilkantha, Kathmandu",Kathmandu,3200000.0,0,0,3.0,0,363,5.5 Aana,13 Feet / Paved,13 Feet , Paved,[],East
"Land For Sale In Khusibu, Kathmandu","Khusibu Town Planning, Khusibu, Kathmandu",Kathmandu,5500000.0,0,0,3.0,0,406,7 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,[],East
"Land For Sale In Hattigauda, Kathmandu","Ganesh Chowk, Hattigauda, Kathmandu",Kathmandu,3200000.0,0,0,3.0,0,220,7 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],West
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2550000.0,0,0,3.0,0,276,16.5 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],North
"Land For Sale In Dadikot, Bhaktapur","Dadikot, Dadikot, Bhaktapur",Bhaktapur,1350000.0,0,0,3.0,0,260,3.2 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,[],East
"Land For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu",Kathmandu,3200000.0,0,0,3.0,0,290,2.2 Aana,6 Meter / Concrete,6 Meter , Concrete,[],South
"Durbarmarg Next To Annapurna Cake Shop : House For Sale In Durbar Marg, Kathmandu","durbarmarg, Durbar Marg, Kathmandu",Kathmandu,250000000.0,0,0,3.0,0,486,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,[],North
"Chandol Kanchan Housing : Land For Sale In Chandol, Kathmandu","Chandol kathmandu, Chandol, Kathmandu",Kathmandu,4300000.0,0,0,2.0,0,399,1-4-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,[],East
"Land : Land For Sale In Bhaisepati, Lalitpur","Bhaisepati ,Lalitpur, Bhaisepati, Lalitpur",Lalitpur,3600000.0,0,0,2.5,0,511,4 Aana,12 Feet,12 Feet,,[],North East
"Land For Sale In Baluwatar, Kathmandu","Tudaldevi, Baluwatar, Kathmandu",Kathmandu,3600000.0,0,0,2.5,0,643,13 Aana,10 Feet / Gravelled,10 Feet , Gravelled,[],South
"Land For Sale : Land For Sale In Taadi, Chitwan","Ratnanagar Tandi Chitwan, Taadi, Chitwan",Chitwan,9000000.0,0,0,2.5,0,267,1 Kattha,20 Feet,20 Feet,,[],South
"Land : Land For Sale In Lekhnath, Pokhara","Pokhara, Lekhnath, Pokhara",Pokhara,850000017.0,0,0,4.0,0,382,5.2.2 Aana,20 Feet,20 Feet,,[],East
"Flat For Rent In Sankhamul, Kathmandu","Newbaneshwar , Radhamarga, Sankhamul, Kathmandu",Kathmandu,19500.0,0,0,1.0,0,646,800 Sq. Feet,0 Feet,0 Feet,,[],East
"Attractive Land In Kirtipur : Land For Sale In Kirtipur, Kirtipur","Bhutkhel, Kirtipur, Kathmandu",Kathmandu,1600000.0,0,0,2.0,0,257,28 Aana,20 Feet / Gravelled,20 Feet , Gravelled,[],South East
"Land For Sale In Gokarneshwor, Kathmandu","Nearby, Baluwa Gaabisa, Gokarneshwor, Kathmandu",Kathmandu,750000.0,0,0,2.0,0,375,4 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,[],West
"Land For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur",Lalitpur,1250000.0,0,0,2.0,0,300,5 Ropani,20 Feet,20 Feet,,[],West
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2500000.0,0,0,3.0,0,346,9 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],East
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,27500000.0,0,0,3.0,0,351,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],North West
"Land : Land For Sale In Joranku, Kathmandu","Tarkeshwor Municipality, Joranku, Kathmandu",Kathmandu,84000000000000.0,0,0,3.0,0,208,4 Aana,10 Feet / Gravelled,10 Feet , Gravelled,[],South
"6 Aana 4 Kune Plating Jagga : Land For Sale In Lalitpur, Lalitpur","Jharuwarashi, Lalitpur, Lalitpur",Lalitpur,78000000000000.0,0,0,3.0,0,414,0-6-0-0 Aana,20 Feet,20 Feet,,[],South East
"Business For Sale In Pepsicola, Kathmandu","Nearby, Sunsite, Pepsicola, Kathmandu",Kathmandu,800000.0,0,0,2.5,0,216,600 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],South
"Land For Sale In Suryabinayak, Bhaktapur","Suryabinayak, Suryabinayak, Bhaktapur",Bhaktapur,1675000.0,0,0,3.5,0,306,0-4-0-2 Aana,31 Feet,31 Feet,,[],South East
"Business For Sale In Kalimati, Kathmandu","Nearby Solti Hotel, Kalimati, Kathmandu",Kathmandu,6000000.0,0,0,3.5,0,214,700 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],South
"House For Sale In Tahachal, Kathmandu","Tahachal, Kathmandu, Tahachal, Kathmandu",Kathmandu,40000000.0,0,0,2.5,0,354,6.1 Aana,20 Feet / Paved,20 Feet , Paved,[],North
"Bafal Kohinoor Housing Colony : House For Sale In Kalimati, Kathmandu","Purano Kalimati, Kalimati, Kathmandu",Kathmandu,29500000.0,0,0,2.5,0,430,0-3-3-0 Aana,0 Feet,0 Feet,,[],West
"Land For Sale In Thapathali, Kathmandu","Behind Rastra Bank, Thapathali, Kathmandu",Kathmandu,7500000.0,0,0,2.0,0,282,12.5 Aana,18 Feet / Gravelled,18 Feet , Gravelled,[],East
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2800000.0,0,0,3.0,0,276,18 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],South
"Land For Sale In Dakshinkali, Kathmandu","Farsidol, Dakshinkali, Kathmandu",Kathmandu,400000.0,0,0,2.0,0,341,16 Aana,0 Feet,0 Feet,,[],North
"Business For Sale In Machha Pokhari, Kathmandu","Opp. to Machapokhari Complex, Machha Pokhari, Kathmandu",Kathmandu,1800000.0,0,0,4.0,0,211,300 Sq. Feet,13 Feet / Blacktopped,13 Feet , Blacktopped,[],West
"Land For Sale In Swayambhu, Kathmandu","Swayambhu, Swayambhu, Kathmandu",Kathmandu,850000.0,0,0,1.5,0,639,4.3 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,[],North
"Land For Sale In Sankhamul, Kathmandu","Ganesh Marga, Sankhamul, Kathmandu",Kathmandu,6000000.0,0,0,2.0,0,4000,4.5 Aana,13 Feet,13 Feet,,[],South
"Chitwan Ghaderi : Land For Sale In Bharatpur, Chitwan","14, Bharatpur, Chitwan",Chitwan,3800000.0,0,0,2.0,0,493,1 Kattha,9 Meter / Blacktopped,9 Meter , Blacktopped,[],North
"Business For Sale In Gatthaghar, Bhaktapur","Nearby Siddhartha School, Gatthaghar, Bhaktapur",Bhaktapur,1700000.0,0,0,2.0,0,232,800 Sq. Feet,13 Feet / Blacktopped,13 Feet , Blacktopped,[],South
"Business For Sale In Jorpati, Kathmandu","Jorpati Chowk, Jorpati, Kathmandu",Kathmandu,1300000.0,0,0,2.0,0,194,600 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],South
"Business For Sale In Koteshwor, Kathmandu","Nearby Mahadevsthan Mandir, Koteshwor, Kathmandu",Kathmandu,1000000.0,0,0,2.0,0,174,700 Sq. Feet,13 Feet / Blacktopped,13 Feet , Blacktopped,[],South
"Land On Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,2500000.0,0,0,2.0,0,1400,0-4-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,[],West
"Land At Jyotinagar : Land For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,2800000.0,0,0,2.0,0,282,0-4-3-2 Aana,13 Feet / Paved,13 Feet , Paved,[],South West
"Land For Sale In Thecho, Lalitpur","Thecho, Thecho, Lalitpur",Lalitpur,1400000.0,0,0,3.0,0,283,7 Aana,23 Feet,23 Feet,,[],North
"Sitapila : Land For Sale In Sitapaila, Kathmandu","Sitapila, Sitapaila, Kathmandu",Kathmandu,216000000000000.0,0,0,4.0,0,405,0-8-1-0 Aana,12 Feet / Paved,12 Feet , Paved,[],North
"Land For Sale In Balaju, Kathmandu","Balaju Bypass, Balaju, Kathmandu",Kathmandu,4500000.0,0,0,2.5,0,310,0-9-2-1 Aana,16 Feet,16 Feet,,[],South East
"Land For Sale In Thaiba, Lalitpur","Thaiba, Thaiba, Lalitpur",Lalitpur,1850000.0,0,0,3.0,0,300,4 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],South East
"Land For Sale In Hetauda, Makwanpur","Piple Marg, Hetauda, Makwanpur",Makwanpur,600000.0,0,0,3.0,0,382,10 Dhur,3.5 Meter,3.5 Meter,,[],North
"Land For Sale In Chandragiri, Kathmandu","Matatirtha, Chandragiri, Kathmandu",Kathmandu,1200000.0,0,0,3.0,0,1300,4 Aana,20 Feet,20 Feet,,[],North
"Land For Sale In Budhanilkantha, Kathmandu","Deuba Chowk, Budhanilkantha, Kathmandu",Kathmandu,3500000.0,0,0,2.0,0,271,17.5 Aana,20 Feet,20 Feet,,[],North East
"Land For Sale In Nagarkot, Bhaktapur","Nagarkot, Nagarkot, Bhaktapur",Bhaktapur,1500000.0,0,0,1.5,0,263,5.5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,[],East
"Business For Sale In Madhyapur Thimi, Bhaktapur","Nearby Kathmandu School of Law, Madhyapur Thimi, Bhaktapur",Bhaktapur,1100000.0,0,0,2.0,0,214,600 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,[],South West
"Land For Sale In Jorpati, Kathmandu","Nearby, Vens School, Jorpati, Kathmandu",Kathmandu,2900000.0,0,0,2.5,0,286,3.5 Aana,10 Feet / Gravelled,10 Feet , Gravelled,[],East
"Land For Sale In Balaju, Kathmandu","Bypass, Balaju, Kathmandu",Kathmandu,4500000.0,0,0,2.5,0,274,0-9-2-1 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,[],East
"Land For Sale In Gokarneshwor, Kathmandu","Nearby, Hanuman Chowk, Gokarneshwor, Kathmandu",Kathmandu,1600000.0,0,0,2.5,0,183,34 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,[],South
"Land For Sale In Bhaktapur, Bhaktapur","Chamasing, Bhaktapur, Bhaktapur",Bhaktapur,1000000.0,0,0,2.5,0,344,15 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,[],East
"Land For Sale In Chandragiri, Kathmandu","Srijana chowk, Chandragiri, Kathmandu",Kathmandu,1100000.0,0,0,2.5,0,256,14 Aana,8 Feet / Soil Stabilized,8 Feet , Soil Stabilized,[],North East
"Business For Sale In Chabahil, Kathmandu","Nearby AC Complex, Chabahil, Kathmandu",Kathmandu,500000.0,0,0,3.0,0,360,300 Sq. Feet,13 Feet / Blacktopped,13 Feet , Blacktopped,[],East
"Business For Sale In Dhungedhara, Kathmandu","Near Nursury Chowk, Dhungedhara, Kathmandu",Kathmandu,630000.0,0,0,1.5,0,219,250 Sq. Feet,0 Feet,0 Feet,,[],South East
